percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2,percentile_viewfeedresponsetime_edge2
50.150261,60.347002,65.639856,58.060503,61.289193,54.11706,45.191272,82.660974,47.429914,76.090016,46.945442,42.112385,48.095886,43.717831,45.47034,86.941197,45.481262,48.555673,50.705022,48.221158,52.762619,56.555477,81.554073,46.468522,50.323564,55.418573,79.791679,43.306275,72.705313,58.103302,59.620875,48.17469,49.759894,69.43386,76.078636,47.325879,45.92643,59.291629,50.262129,43.963339,68.453181,50.292734,58.342989,67.65687,49.520016,53.736103,43.687748,68.723782,60.028439,49.377491,50.416568,68.796121,60.404385,44.305008,53.071062,63.772746,56.413986,49.4502,44.810337,45.981349,59.761618,49.453564,55.984148,63.894454,40.890498,47.895064,52.032317,74.608184,55.573724,54.924901,47.127671,68.12924,52.203618,60.799534,70.38959,46.80644,52.592033,47.820692,55.83957,56.018432
47.05882,66.741136,75.362936,60.550685,59.305201,63.245397,52.16327,86.005902,73.991892,58.858118,45.021947,49.009398,52.270114,61.899553,49.470389,87.93293,61.785294,51.960095,47.232594,62.748445,50.71968,50.465015,77.083115,45.425572,51.139745,66.584935,84.067791,55.207727,65.211688,62.442503,50.420128,48.959536,55.162089,60.826982,86.164062,52.62125,49.762645,54.302255,49.598345,46.327617,70.952117,45.391551,73.385194,85.555458,52.983753,48.984793,54.825027,77.401231,53.052067,47.845614,54.147784,55.245806,60.532525,48.822382,60.628346,76.863764,48.898112,60.028783,47.886512,63.974661,47.210796,64.347071,55.544149,51.92398,49.783742,45.51568,60.741779,83.536758,75.440455,54.930811,52.061722,58.31972,53.196939,49.487555,78.040256,43.019322,55.765833,62.99764,55.355826,46.99995
44.871879,95.732132,92.953854,62.514627,76.316756,79.81182,60.487282,105.157587,70.693786,86.061943,52.754036,44.462719,67.121293,53.026782,72.830876,78.371275,49.799342,48.1067,48.947197,46.449534,50.766976,69.559224,94.456859,50.605787,49.167868,72.774233,105.694606,43.991239,79.830961,89.023007,57.181736,54.970949,59.32215,88.000039,84.855176,52.622508,45.093363,60.935294,54.715799,58.025606,76.162321,41.446431,65.5564,170.337465,72.368356,47.474711,58.531302,82.271791,56.829256,55.156941,65.03163,65.280044,52.596035,50.03913,53.942399,67.25623,44.606804,73.461305,44.441876,56.130266,60.13554,46.694688,68.871667,72.673496,41.392498,49.362078,63.929064,87.907377,65.185485,80.025517,59.054696,74.480962,42.384372,40.549976,131.728754,48.312239,58.336065,73.133909,72.877039,70.455084
57.030861,85.76133,98.434094,54.516683,90.406646,67.895019,73.317191,104.330741,86.606729,85.134436,73.976781,45.327094,59.020555,50.024489,77.062981,83.399299,56.875136,52.097412,50.332408,59.387117,46.008779,84.127897,100.369583,60.924818,53.070178,73.159962,129.091715,61.019379,79.211092,89.307661,57.316542,61.93196,58.784709,91.608337,90.884412,63.705494,60.698878,58.834487,50.684015,54.079153,82.426033,52.146963,80.646569,190.594403,74.723355,66.511931,53.84165,77.137081,67.80075,48.226631,60.643245,76.138478,51.912942,48.693664,66.880764,96.316131,57.038177,81.175831,54.360494,65.525713,54.659841,53.081439,60.374916,63.119113,51.680426,56.615364,79.351461,96.54804,77.361089,63.980506,57.287087,77.395024,45.01597,54.554792,112.889329,51.53964,78.810224,84.642156,66.801535,58.457973
55.124788,101.42596,88.941364,65.270098,86.363886,58.146757,76.007604,157.509245,61.469497,85.251755,57.711405,54.063697,72.203375,66.901915,61.516091,77.623925,67.792357,79.455943,56.678912,62.024473,56.032931,84.919451,112.980756,73.536391,46.755068,80.324367,194.224816,76.741962,89.577497,91.177099,65.380827,76.75512,64.154787,89.725412,97.811986,84.057797,60.790703,63.9528,62.559286,115.177298,77.652874,46.798786,82.756046,214.717979,86.718564,78.34738,54.574882,82.128085,69.230398,69.695218,73.341109,80.991708,60.360993,62.195936,52.203898,100.51551,54.010587,104.503193,52.554973,57.067916,72.16995,65.672893,70.260262,72.877858,44.716132,51.755979,97.350345,90.808517,86.726637,67.249249,54.304837,109.798753,55.947121,51.740397,154.000875,56.222301,79.138777,94.900996,62.29764,62.279546
62.080539,69.749543,98.371038,78.264797,63.299454,57.320521,68.525086,136.64035,73.608038,94.516552,48.910643,60.599622,76.473081,58.762972,60.679724,94.218055,72.835073,53.415683,49.118572,63.590162,48.221632,84.665802,117.926338,55.561988,67.875068,50.982961,89.973224,82.389365,92.912404,103.816161,74.135577,43.490967,57.991144,113.27353,143.933038,81.83149,55.011996,74.0616,63.547523,53.644783,65.123941,49.160697,78.312341,170.556293,79.760809,55.864266,55.653538,73.662095,81.37858,55.752356,49.475308,69.407056,45.038425,59.357214,73.515467,67.864995,57.368191,97.169507,52.492127,56.299373,73.208865,55.640925,77.103671,86.859714,50.074334,57.328027,88.425167,49.159571,86.63992,65.38634,64.700342,84.350399,49.624772,52.488945,135.10559,64.997953,92.958964,103.252722,55.09583,54.1042
64.825442,84.287826,94.420553,89.242665,67.562418,49.548775,66.313251,118.492271,57.246565,79.868109,43.433709,69.685617,74.986008,64.111616,73.404858,98.164235,87.396553,56.104089,52.387693,57.853332,66.675602,98.843384,87.338493,67.723704,70.603634,56.060621,83.194142,71.398902,67.51884,107.564371,88.680787,50.063663,48.031122,123.918902,111.398297,70.418903,50.737008,74.611995,78.074596,55.73842,59.743594,65.362212,74.291793,190.6487,67.231261,64.973745,56.370833,71.43804,109.401674,53.179441,48.435278,71.818942,54.106131,52.491428,63.373461,77.909056,47.995973,79.853405,64.123416,76.911597,57.178145,63.85798,94.202747,103.222838,46.080648,63.519246,107.615977,65.596432,99.131436,87.18534,74.109622,80.015656,60.638679,51.169936,166.177732,56.247844,104.919986,103.954985,74.84647,51.633184
65.416835,75.791686,89.710325,97.11305,60.678487,79.976828,79.442602,119.666703,65.395979,77.752799,50.123762,77.772337,96.702726,69.046545,55.266322,105.869515,102.645224,62.635712,51.741045,66.981563,63.287826,93.450849,97.855867,68.099455,59.860039,59.344078,88.608809,76.533742,94.271609,120.720726,96.526167,50.617122,63.194897,169.905901,132.196687,57.524474,48.520248,80.144852,56.184859,51.751499,58.998345,47.209508,82.424493,209.427249,60.618214,72.249011,55.398444,72.623624,127.808713,58.886989,54.873848,84.520034,57.537374,75.007097,59.429563,66.079685,54.46734,90.972504,66.683537,69.387998,73.374435,64.010907,121.16211,138.346543,57.504319,57.065994,94.577526,72.002197,163.411187,72.696259,60.930126,74.169953,62.392005,66.888631,174.606145,56.641883,110.829413,114.778139,73.698084,55.006416
62.280035,95.80471,125.845021,114.10314,64.164143,86.411107,85.142467,179.08582,69.84707,110.041548,60.546291,73.88278,85.016364,85.783419,71.102847,108.199416,125.497713,74.817276,50.929656,70.613654,53.873415,96.523547,103.44852,72.488825,44.649663,47.417861,97.34958,84.719743,113.66238,138.66343,103.368276,44.747234,67.875938,207.765545,175.333854,66.028998,59.162386,120.765615,66.622202,74.644671,74.057062,58.599357,74.941419,175.773881,63.16698,71.784303,67.348032,85.203621,125.381003,53.272026,67.495114,83.699864,61.116847,65.357717,81.879465,57.284091,44.11766,116.219281,91.957744,141.547253,71.994757,64.695658,94.56647,149.078656,43.406122,90.099073,109.972737,74.581574,106.891384,69.191284,86.773602,87.549524,57.324883,61.126926,205.08666,56.715456,129.854046,151.029295,77.923044,75.146061
76.894105,123.061707,153.66594,98.74633,61.654366,79.589733,85.467298,193.636292,66.863555,102.438967,63.997574,86.053626,105.807921,89.408012,68.669961,103.589505,187.103958,76.615574,47.874667,68.068797,50.55318,115.93686,113.73541,76.834665,47.994762,56.857481,98.894169,72.804332,105.056962,162.669509,127.684655,43.920354,67.849103,190.166383,204.376869,68.45867,63.979402,178.809901,70.541844,76.703284,82.784688,59.766085,98.09175,195.450324,68.336809,97.709037,70.59598,73.628618,178.230106,55.606585,64.36726,96.364343,55.211161,74.536278,92.750367,79.865604,52.682704,143.00618,80.972734,164.13942,91.667693,87.087167,101.815878,156.223485,48.506019,75.760647,242.123193,73.303344,186.495918,85.455641,92.777251,103.30581,65.771415,77.716609,216.235439,81.864601,143.035314,178.778578,105.328356,75.750095
75.837767,122.966498,129.116496,107.27212,76.877367,92.237037,73.162853,202.055229,63.094865,163.404791,59.507965,112.647791,85.406798,103.000776,87.362564,133.472729,176.104461,96.334752,56.984592,67.585378,51.494791,125.11123,102.751636,81.831345,46.106965,68.269058,126.181446,115.601928,105.081794,201.320467,189.096003,54.78202,91.789181,201.432972,260.081001,62.502399,54.730607,172.595564,81.83355,67.709198,91.39666,56.820468,99.208031,176.860419,73.574647,100.709929,68.167965,90.360458,180.103609,48.362261,73.719725,98.127767,58.521119,68.025942,100.256242,74.413348,56.022771,116.505616,104.309466,203.700414,59.75805,94.720248,109.000024,185.793538,62.292254,112.029867,237.290866,84.588686,191.966047,90.942343,93.468329,87.89022,75.208402,77.531058,192.319673,79.266251,155.237485,180.283945,115.435534,78.878426
94.097413,103.83292,135.95013,106.380773,70.164653,123.785233,95.225494,247.779709,92.287325,129.38265,69.512525,119.002593,117.321718,170.684163,96.335146,158.135138,212.939495,95.637218,57.725278,110.303407,60.246894,185.575231,170.591766,100.213515,45.643993,70.749468,118.434079,92.936884,187.931487,215.46427,193.240302,60.678942,102.759536,208.185852,290.944666,84.516493,72.631702,184.965268,84.727246,94.874839,108.200595,72.379604,135.106946,207.09957,74.55476,184.893326,67.899698,107.357571,204.970935,65.213654,95.963067,90.75009,73.999258,72.850395,155.902233,97.692718,60.24083,194.911244,139.029875,218.132003,63.314485,99.092068,125.81379,207.371897,72.525671,129.273434,267.39961,93.317537,206.425306,86.751373,138.470045,149.214275,83.213275,99.894593,198.049745,79.840536,212.200376,221.734585,194.940681,86.824493
106.583545,124.936372,192.891238,121.847273,87.864218,178.767626,117.53291,236.239042,99.093996,189.423998,103.14195,112.918564,153.906106,255.526825,86.475503,177.100459,190.483648,106.960331,74.666647,159.94896,78.669327,175.234629,212.897434,101.98907,55.827618,78.55726,115.158233,89.561377,207.397441,230.706074,218.314697,66.681731,87.742324,192.396514,314.730076,106.99407,94.215267,211.490625,105.803468,116.597278,197.369975,75.344933,183.108287,240.975771,83.416703,147.012416,91.11621,168.399051,219.99309,49.970974,99.95475,100.983112,96.881895,75.428897,119.083537,110.092092,62.490579,178.140826,184.375865,218.345428,86.553258,83.037719,173.360119,253.716251,79.221635,182.814425,343.719063,94.634332,205.282624,86.201771,188.404862,209.687875,92.978513,133.263768,204.769082,77.736213,205.055465,284.223277,171.538623,103.843879
145.177361,112.676449,176.306256,118.288694,88.506381,180.526095,130.765726,222.970558,142.272914,171.320232,93.967725,194.896006,124.925994,278.050951,90.273596,200.192613,222.196692,173.369895,74.28839,177.757126,61.814731,131.765032,192.160417,160.581009,57.020755,83.491888,132.813356,90.93759,248.350278,235.744894,286.875603,52.576986,123.516552,220.965407,302.736397,104.444234,96.570989,269.430225,98.464485,132.373573,110.224692,85.005074,228.05487,271.62833,81.328112,210.315967,95.111462,168.375236,212.637091,78.570242,122.618685,113.965346,91.658605,95.221593,115.036902,153.074899,66.51193,158.782692,177.743714,283.818617,101.088444,92.433889,194.828498,230.135514,89.792709,187.938738,370.351815,99.053335,229.651035,98.551459,205.13615,187.740968,85.837316,106.309744,235.159029,84.432859,187.23724,303.707568,190.082351,119.988329
170.601092,200.099721,237.508203,110.056812,100.094302,211.79684,131.544953,275.342373,189.794309,196.710497,134.805995,207.969005,155.875024,268.09716,112.925444,275.705503,285.446345,222.561451,56.334515,189.297231,89.433671,192.367262,267.148365,222.393675,65.802844,93.981186,183.346024,127.482844,242.852293,260.501122,293.31717,71.58636,183.781116,222.342105,361.346982,95.948651,134.8825,303.091939,115.038747,187.843024,98.545776,134.903831,285.133506,284.106825,81.297946,267.347248,137.102538,200.208048,240.488444,79.756052,193.278848,199.572251,110.124988,107.403443,200.956799,167.030095,89.798852,193.705851,203.715301,308.690409,127.432386,117.003495,213.414676,296.309823,112.485532,181.263802,339.203064,139.438905,216.255726,183.019984,273.331276,194.28878,155.733322,155.154728,291.418549,107.628904,224.175421,322.699649,194.282231,197.084335
203.031248,231.418785,264.567535,135.120943,134.463411,208.495448,205.10641,292.697849,194.097393,197.320015,198.944555,239.175942,190.099897,270.94592,182.485406,291.368082,284.827907,271.431417,86.005348,240.156633,105.543882,253.779428,301.81488,211.326094,86.934807,87.232235,175.513096,190.636344,276.347917,281.16898,308.625789,106.974914,199.188537,221.462289,369.190085,115.760781,181.144046,309.844265,188.746594,191.346191,125.488629,128.193345,297.543474,309.250034,88.047236,289.176832,181.594763,229.368418,249.5787,100.495152,262.527671,190.946882,199.682444,101.398556,235.216689,247.00017,94.006116,217.873782,197.768954,323.706769,190.858342,124.53588,200.872606,295.231764,166.34841,213.259685,382.546786,176.442645,290.443823,158.476362,241.250314,285.006841,153.434473,207.968519,297.820908,167.436425,292.666459,334.408361,194.645014,273.417304
235.086852,289.67383,300.698654,159.011108,194.668668,201.71075,191.884885,289.000419,181.717883,228.681037,167.094274,265.657787,186.730015,266.681894,206.795275,298.12549,296.646648,285.194955,85.239755,275.479601,126.166713,290.363175,315.400873,200.357716,84.601682,110.306911,186.883356,184.308849,250.478586,304.537735,324.92904,107.358254,215.071483,244.367275,346.554014,165.140357,174.556517,292.11048,194.634988,212.29705,132.088019,118.167003,298.722657,326.408369,108.929387,289.816044,187.84605,240.583802,221.232843,106.767174,275.551875,207.582584,209.709653,137.676529,211.333026,294.238441,98.483763,287.219036,202.070376,334.339765,300.051821,117.541318,225.53915,296.741,179.071863,234.477477,377.786671,171.009124,294.505362,201.433578,261.653704,295.242576,196.655089,236.733666,305.771059,193.521045,279.495398,316.779311,195.028391,236.591412
208.715083,297.261752,318.526478,223.909603,232.329081,277.841538,216.422438,311.901952,232.009262,288.744338,220.258384,257.977358,218.647771,282.41786,222.427827,315.155142,314.3752,281.955033,101.529925,299.191499,150.87542,297.884866,311.540007,254.70711,100.36121,197.665607,255.982047,229.155045,296.372709,293.692425,322.701706,115.169544,212.15762,294.384786,365.129382,159.746881,257.330215,317.789164,252.279481,205.039178,218.447025,187.065853,298.399588,327.431738,109.416491,304.421565,219.979893,186.865142,297.676306,184.265066,290.550248,264.61647,264.712669,208.976968,211.329512,294.68834,203.624175,309.610494,223.298876,323.000137,265.806427,104.602842,270.975785,311.300083,209.952991,292.839255,347.444287,224.921803,308.126228,174.369015,285.898664,302.113624,196.235307,279.344498,314.781065,266.314776,297.089366,298.393542,268.572672,290.380691
275.44369,366.61185,317.623767,269.763009,290.601151,295.185788,279.063915,308.156172,292.099519,324.67705,279.588875,307.528426,226.078369,316.671594,202.349571,330.185041,337.678706,306.104144,147.932051,298.951591,264.7161,316.927353,365.979236,277.373969,121.77857,221.303591,283.87415,300.329613,320.38439,331.127593,314.134385,172.79608,269.419637,277.616908,364.474048,212.963037,262.235384,360.272587,292.386913,261.998977,215.608361,225.231487,310.774771,323.464288,198.384879,342.083979,277.514449,180.874314,302.815179,278.450261,323.338608,303.792474,300.456722,242.752326,186.440437,310.668225,218.03937,304.636106,227.894064,303.734912,299.340702,118.095547,294.534592,348.682367,226.415338,320.511237,374.228868,237.374116,321.249322,282.957609,355.496329,324.048488,207.728239,314.555233,327.449625,313.497472,316.151377,319.889769,304.7232,295.173162
285.288931,348.93681,312.316052,280.243279,285.384496,314.29044,295.663285,312.883675,303.667664,307.294553,260.225383,318.958453,264.523593,326.526525,212.075725,343.464826,362.226186,318.052847,157.348769,294.379012,259.116613,333.629368,360.818137,259.683689,176.474637,241.569838,298.235164,305.892659,337.019368,336.43878,307.597936,241.589837,257.967443,288.16435,374.357821,215.141427,287.056336,378.261502,305.027102,324.882753,217.026067,217.897086,296.589999,383.563021,172.908044,319.958161,294.846257,187.237255,306.214363,300.639423,324.789821,311.809582,314.758031,286.143961,212.005166,318.292092,232.377122,315.719886,240.75284,307.397271,306.918106,142.55655,321.236378,318.325143,285.842703,311.577488,331.48234,299.823041,335.174449,273.188392,328.445579,332.008509,229.907672,362.363138,377.662836,333.033359,366.427186,362.54026,338.908239,280.849124
273.528286,336.735371,313.743777,298.034997,317.585815,307.986233,303.916956,372.568793,323.599372,371.962701,313.493685,327.337669,279.241618,325.64543,283.267126,348.775319,346.374605,353.945954,207.568294,304.999021,293.563142,330.856998,366.453331,284.969807,209.578976,295.334805,286.225297,352.98389,342.69301,334.455301,364.648794,262.001177,287.359272,303.734798,380.778572,288.826925,305.498154,386.990489,290.812612,305.456919,288.239456,271.722775,311.571355,344.218936,202.726702,342.846785,305.045946,248.740467,323.588412,304.130793,372.217585,336.717436,312.314742,312.454467,304.99144,369.451672,320.180878,323.564877,290.395523,367.92453,300.358203,193.677017,314.536248,360.517192,306.432796,322.730168,378.292359,288.770524,310.616994,291.665153,318.615595,323.453252,284.471994,316.860291,363.817244,302.150487,384.880846,345.76264,328.418737,303.131211
305.324255,355.503776,314.013192,312.415619,315.561025,368.023857,325.336644,334.418043,359.416834,395.430015,296.94091,326.038967,316.639583,330.003062,224.79903,311.424081,318.460558,331.428043,267.913364,324.885806,326.403458,371.052126,378.453803,332.473771,265.329283,316.330159,285.104062,375.614187,340.875956,325.669266,373.920553,296.780391,288.922914,333.103644,370.997547,290.1609,318.05003,366.019716,319.968011,328.692261,310.722751,334.786533,322.530531,343.78533,303.234724,364.023773,328.578604,301.456775,348.393834,316.773476,382.998843,313.650773,340.299432,339.086352,327.645476,373.555215,336.602414,308.739174,304.287916,308.098391,313.205749,272.581636,346.176735,355.839778,325.565199,370.028577,344.012183,304.771898,317.220463,315.408398,354.286131,321.536776,310.234226,339.654402,373.594092,362.966474,358.551609,366.39921,332.772682,291.90143
311.775987,348.955109,348.008908,315.550368,318.682528,389.507618,386.5957,365.992923,353.959189,334.620769,308.309581,364.5357,317.924012,328.404248,295.65485,317.696242,314.535226,329.836785,306.082119,323.465219,323.127596,351.744656,338.965681,321.436517,288.470953,324.213807,296.131926,363.3371,369.711701,323.095695,362.173904,315.881436,293.820178,372.286521,382.374874,316.318749,332.21363,367.631772,294.812031,328.189125,328.309652,323.047359,371.734273,367.875044,319.339239,384.766712,374.648916,312.643482,326.732771,331.134485,372.386142,338.914001,329.001915,369.467075,322.289765,379.228275,326.489888,307.288493,304.921139,318.161061,330.770679,292.142212,330.236705,331.972269,350.582866,386.305169,369.850638,323.44563,361.388715,370.88656,343.872577,339.570703,288.056122,351.014888,368.168104,372.742799,370.996962,362.501436,327.048956,310.236365
368.007027,324.543678,338.586518,337.988534,358.64051,386.917591,392.084693,370.744626,358.229627,335.984139,318.987505,359.653957,340.84429,372.076741,298.747549,362.449874,332.774055,387.412053,292.54533,336.664514,341.896458,359.204817,350.917014,316.489256,296.779451,305.197924,313.589037,333.231581,379.919345,377.951603,376.779027,326.044452,311.204964,339.37974,334.931945,379.550445,356.093977,339.753084,319.923389,381.779457,328.485453,360.29398,367.301669,374.300728,320.804772,342.79253,387.95334,339.861502,363.366928,325.145342,344.856527,331.784273,327.238084,370.467094,355.718879,380.613007,324.161162,300.031013,329.867875,353.541742,333.848471,300.216263,361.290714,378.564017,370.323599,350.081928,336.153455,324.518872,339.503174,366.943172,366.853916,324.988988,340.068674,360.32258,338.527491,357.797357,362.985535,384.377531,363.911297,313.418669
367.873028,343.003536,326.594498,371.967212,373.690036,363.123904,377.271233,367.072366,342.160375,352.722657,335.181966,323.369203,351.845801,347.697909,356.193198,373.862545,326.037384,381.01222,309.053027,315.912701,352.026527,358.652099,370.457267,353.557114,326.720328,325.50254,342.423912,385.616555,371.87982,342.041272,349.738745,369.130346,376.662921,346.804224,378.681697,345.231021,322.518175,377.596051,317.130487,388.960023,404.003453,374.702591,387.580711,381.53476,371.474923,384.688923,371.351201,322.213152,376.834805,375.834861,359.729993,368.712941,316.749648,385.975874,360.244091,386.122323,358.469406,323.927656,385.777383,383.902674,357.705983,330.211716,376.394515,382.192346,374.754149,333.035047,348.274008,335.128857,321.820181,319.841209,319.181952,383.120464,341.509964,387.470174,329.542243,363.186155,372.420418,339.801929,346.552496,368.165706
343.365655,307.801745,333.217213,367.253907,392.115165,329.982608,357.37446,378.358803,356.229972,346.65181,320.27849,312.932213,315.575705,373.278351,353.731885,369.503513,356.438489,383.050795,312.860993,359.343279,360.881817,370.4634,325.359457,334.495098,313.208691,339.923509,384.662978,375.57781,383.487142,346.672703,362.57324,324.440281,384.296169,348.603386,375.475643,355.357029,334.181848,332.64359,350.632716,373.924564,395.113218,353.77204,332.027582,377.461587,391.7502,388.320025,379.991089,326.022903,384.410121,376.851578,339.583171,370.295939,360.332582,326.149639,353.826276,372.562387,367.741643,316.882902,342.407593,332.763663,336.255837,369.136426,330.777486,373.02471,378.761026,330.037118,373.338818,368.759842,344.007098,376.370253,313.022106,335.316661,310.794148,372.946707,355.828095,363.927758,357.587858,323.123865,372.842083,353.635502
377.331477,375.752974,344.318388,385.708371,329.314119,333.295935,330.107461,379.190143,370.297937,340.099418,321.187567,316.71797,322.891383,384.756271,332.310635,384.341852,368.063497,375.881041,374.758994,369.890528,388.230678,338.217199,330.496855,329.526812,328.679209,348.210294,347.861576,370.081611,361.383118,364.089208,346.416664,371.380419,364.524441,336.356811,393.19727,312.560646,333.957001,361.996214,371.822971,339.496293,383.783116,366.192884,328.270715,374.511128,363.541729,376.937574,373.987177,331.984434,384.87387,395.781925,326.369107,361.308956,364.830171,357.99895,346.199233,336.288397,375.355127,335.810006,379.409351,324.924481,371.408993,376.960389,367.684133,362.792112,331.048977,305.942881,374.256947,328.712084,374.549241,319.161371,318.541802,372.007793,341.566196,340.286596,333.968405,371.829164,314.702912,329.939875,364.654446,351.499767
349.102112,333.990308,360.805087,392.023053,368.473388,362.457518,346.883491,381.058581,351.750529,334.42398,357.512869,325.278129,337.304558,379.908613,375.197925,361.850319,349.329763,354.440212,360.263854,383.984817,382.804788,338.427077,325.6542,330.228541,348.242403,332.001618,355.652646,363.877427,370.036672,335.176266,329.384634,383.163358,356.581775,374.348036,382.194269,331.097181,356.103334,381.584655,345.373432,366.442685,361.678834,368.965723,352.262814,354.60539,380.388603,347.27828,373.80955,346.432176,372.27326,340.605925,343.492733,364.41193,371.43018,347.387096,372.1212,380.218225,326.388012,322.007389,363.028425,319.251371,347.863751,379.066145,378.629869,393.7683,341.566607,333.585473,367.68907,353.731662,380.391596,377.916414,319.867605,313.794839,360.518421,331.876526,382.484952,360.009369,349.779312,353.806313,365.329019,343.35291
