_DATE	cpuusage_middle	memusage_middle	cpuusage_server	memusage_server	cpuusage_edge1	memusage_edge1	cpuusage_edge2	memusage_edge2	nodecpu61	nodecpu62	nodecpu63	nodecpu64	locustusers	status_200_count1	status_500_count1	status_0_count1	status_other_count1	status_200_count2	status_500_count2	status_0_count2	status_other_count2	
2017-04-15-15:10:00	181.0	1.194119168E9	7.0	2.3289856E7	31.0	3.37358848E8	23.0	1.032794112E9	0.05025000125169754	0.9810000061988831	0.0742499977350235	0.08150000125169754	100.0	1624.0	0.0	0.0	0.0	1517.0	0.0	0.0	0.0	
2017-04-15-15:09:00	126.0	1.198321664E9	6.0	2.3289856E7	27.0	3.36662528E8	18.0	1.031942144E9	0.05050000175833702	0.9829999804496765	0.06750000268220901	0.07575000077486038	100.0	1224.0	0.0	0.0	0.0	1118.0	0.0	0.0	0.0	
2017-04-15-15:09:00	126.0	1.198321664E9	6.0	2.3289856E7	27.0	3.36662528E8	18.0	1.031942144E9	0.05050000175833702	0.9829999804496765	0.06750000268220901	0.07575000077486038	100.0	1224.0	0.0	0.0	0.0	1118.0	0.0	0.0	0.0	
2017-04-15-15:08:00	114.0	1.20829952E9	5.0	2.3281664E7	26.0	3.38845696E8	16.0	1.032962048E9	0.048250000923871994	0.984250009059906	0.0637499988079071	0.07925000041723251	50.0	946.0	0.0	0.0	0.0	871.0	0.0	0.0	0.0	
2017-04-15-15:08:00	114.0	1.20829952E9	5.0	2.3281664E7	26.0	3.38845696E8	16.0	1.032962048E9	0.048250000923871994	0.984250009059906	0.0637499988079071	0.07925000041723251	50.0	946.0	0.0	0.0	0.0	871.0	0.0	0.0	0.0	
2017-04-15-15:07:00	93.0	1.216704512E9	3.0	2.3277568E7	17.0	3.50482432E8	9.0	1.03237632E9	0.05000000074505806	0.9884999990463257	0.05874999985098839	0.0702499970793724	50.0	741.0	0.0	0.0	0.0	672.0	0.0	0.0	0.0	
2017-04-15-15:07:00	93.0	1.216704512E9	3.0	2.3277568E7	17.0	3.50482432E8	9.0	1.03237632E9	0.05000000074505806	0.9884999990463257	0.05874999985098839	0.0702499970793724	50.0	741.0	0.0	0.0	0.0	672.0	0.0	0.0	0.0	
2017-04-15-15:06:00	51.0	1.222483968E9	2.0	2.2605824E7	13.0	3.5528704E8	5.0	1.03245824E9	0.0	0.9887499809265137	0.060750000178813934	0.06324999779462814	50.0	545.0	0.0	0.0	0.0	475.0	0.0	0.0	0.0	
2017-04-15-15:06:00	51.0	1.222483968E9	2.0	2.2605824E7	13.0	3.5528704E8	5.0	1.03245824E9	0.0	0.9887499809265137	0.060750000178813934	0.06324999779462814	50.0	545.0	0.0	0.0	0.0	475.0	0.0	0.0	0.0	
2017-04-15-15:05:00	41.0	1.227210752E9	2.0	2.2605824E7	11.0	3.61148416E8	4.0	1.032544256E9	0.07400000095367432	0.9894999861717224	0.057750001549720764	0.06700000166893005	20.0	417.0	0.0	0.0	0.0	365.0	0.0	0.0	0.0	
2017-04-15-15:05:00	41.0	1.227210752E9	2.0	2.2605824E7	11.0	3.61148416E8	4.0	1.032544256E9	0.07400000095367432	0.9894999861717224	0.057750001549720764	0.06700000166893005	20.0	417.0	0.0	0.0	0.0	365.0	0.0	0.0	0.0	
2017-04-15-15:04:00	38.0	1.231941632E9	1.0	2.2605824E7	10.0	3.6491264E8	3.0	1.031692288E9	0.07400000095367432	0.9902499914169312	0.05400000140070915	0.061000000685453415	20.0	337.0	0.0	0.0	0.0	283.0	0.0	0.0	0.0	
2017-04-15-15:04:00	38.0	1.231941632E9	1.0	2.2605824E7	10.0	3.6491264E8	3.0	1.031692288E9	0.07400000095367432	0.9902499914169312	0.05400000140070915	0.061000000685453415	20.0	337.0	0.0	0.0	0.0	283.0	0.0	0.0	0.0	
2017-04-15-15:03:00	26.0	1.235091456E9	0.0	2.2605824E7	8.0	3.68156672E8	2.0	1.031774208E9	0.04450000077486038	0.9902499914169312	0.051750000566244125	0.06324999779462814	20.0	263.0	0.0	0.0	0.0	209.0	0.0	0.0	0.0	
2017-04-15-15:03:00	26.0	1.235091456E9	0.0	2.2605824E7	8.0	3.68156672E8	2.0	1.031774208E9	0.04450000077486038	0.9902499914169312	0.051750000566244125	0.06324999779462814	20.0	263.0	0.0	0.0	0.0	209.0	0.0	0.0	0.0	
2017-04-15-15:02:00	26.0	1.24035072E9	0.0	0.0	7.0	3.70343936E8	2.0	1.031860224E9	0.048250000923871994	0.9909999966621399	0.05000000074505806	0.05900000035762787	10.0	209.0	0.0	0.0	0.0	159.0	0.0	0.0	0.0	
2017-04-15-15:02:00	26.0	1.24035072E9	0.0	0.0	7.0	3.70343936E8	2.0	1.031860224E9	0.048250000923871994	0.9909999966621399	0.05000000074505806	0.05900000035762787	10.0	209.0	0.0	0.0	0.0	159.0	0.0	0.0	0.0	
2017-04-15-15:01:00	23.0	1.240875008E9	0.0	2.2605824E7	5.0	3.7410816E8	1.0	1.031942144E9	0.0442500002682209	0.9919999837875366	0.051249999552965164	0.06424999982118607	10.0	169.0	0.0	0.0	0.0	118.0	0.0	0.0	0.0	
2017-04-15-15:01:00	23.0	1.240875008E9	0.0	2.2605824E7	5.0	3.7410816E8	1.0	1.031942144E9	0.0442500002682209	0.9919999837875366	0.051249999552965164	0.06424999982118607	10.0	169.0	0.0	0.0	0.0	118.0	0.0	0.0	0.0	
2017-04-15-15:00:00	12.0	1.243500544E9	0.0	2.2605824E7	5.0	3.75762944E8	0.0	1.031942144E9	0.04475000128149986	0.9919999837875366	0.0507499985396862	0.057999998331069946	10.0	129.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	
2017-04-15-15:00:00	12.0	1.243500544E9	0.0	2.2605824E7	5.0	3.75762944E8	0.0	1.031942144E9	0.04475000128149986	0.9919999837875366	0.0507499985396862	0.057999998331069946	10.0	129.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	
2017-04-15-14:59:00	10.0	1.244553216E9	0.0	2.2601728E7	5.0	3.79359232E8	0.0	1.032966144E9	0.04899999871850014	0.9917500019073486	0.050999999046325684	0.060750000178813934	5.0	101.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	
2017-04-15-14:59:00	10.0	1.244553216E9	0.0	2.2601728E7	5.0	3.79359232E8	0.0	1.032966144E9	0.04899999871850014	0.9917500019073486	0.050999999046325684	0.060750000178813934	5.0	101.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	
2017-04-15-14:58:00	12.0	1.246654464E9	0.0	2.2597632E7	3.0	3.79518976E8	0.0	1.03305216E9	0.0	0.9917500019073486	0.052000001072883606	0.05974999815225601	5.0	76.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	
2017-04-15-14:58:00	12.0	1.246654464E9	0.0	2.2597632E7	3.0	3.79518976E8	0.0	1.03305216E9	0.0	0.9917500019073486	0.052000001072883606	0.05974999815225601	5.0	76.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	
2017-04-15-14:57:00	9.0	1.246748672E9	0.0	2.2593536E7	3.0	3.81067264E8	0.0	1.032200192E9	0.04399999976158142	0.9919999837875366	0.04800000041723251	0.057500001043081284	5.0	53.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	
2017-04-15-14:57:00	9.0	1.246748672E9	0.0	2.2593536E7	3.0	3.81067264E8	0.0	1.032200192E9	0.04399999976158142	0.9919999837875366	0.04800000041723251	0.057500001043081284	5.0	53.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	
2017-04-15-14:56:00	7.0	1.24858368E9	0.0	2.2593536E7	3.0	3.80637184E8	0.0	1.033224192E9	0.04399999976158142	0.9917500019073486	0.04899999871850014	0.057750001549720764	3.0	35.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	
2017-04-15-14:56:00	7.0	1.24858368E9	0.0	2.2593536E7	3.0	3.80637184E8	0.0	1.033224192E9	0.04399999976158142	0.9917500019073486	0.04899999871850014	0.057750001549720764	3.0	35.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	
2017-04-15-14:55:00	6.0	1.248649216E9	0.0	2.2593536E7	1.0	3.72224E8	0.0	1.033314304E9	0.048250000923871994	0.9917500019073486	0.05299999937415123	0.06024999916553497	3.0	17.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	
2017-04-15-14:55:00	6.0	1.248649216E9	0.0	2.2593536E7	1.0	3.72224E8	0.0	1.033314304E9	0.048250000923871994	0.9917500019073486	0.05299999937415123	0.06024999916553497	3.0	17.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	
2017-04-15-14:54:00	1.0	1.248649216E9	0.0	2.2585344E7	0.0	3.72314112E8	0.0	1.032507392E9	0.06750000268220901	0.8849999904632568	0.04874999821186066	0.057750001549720764	3.0	null	null	null	null	null	null	null	null	
2017-04-15-14:54:00	1.0	1.248649216E9	0.0	2.2585344E7	0.0	3.72314112E8	0.0	1.032507392E9	0.06750000268220901	0.8849999904632568	0.04874999821186066	0.057750001549720764	3.0	null	null	null	null	null	null	null	null	
2017-04-15-14:53:00	1.0	null	null	null	null	null	null	null	null	null	null	null	0.0	null	null	null	null	null	null	null	null	
2017-04-15-14:53:00	1.0	null	null	null	null	null	null	null	null	null	null	null	0.0	null	null	null	null	null	null	null	null	
